row,100
rats                ,[18  1 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rattache            ,[18  1 20 20  1  3  8  5  0  0  0  0  0  0  0  0  0  0  0  0]
rattrape            ,[18  1 20 20 18  1 16  5  0  0  0  0  0  0  0  0  0  0  0  0]
raucourt            ,[18  1 21  3 15 21 18 20  0  0  0  0  0  0  0  0  0  0  0  0]
ravagée             ,[18  1 22  1  7 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravalés             ,[18  1 22  1 12 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravi                ,[18  1 22  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravie               ,[18  1 22  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravir               ,[18  1 22  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravira              ,[18  1 22  9 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravis               ,[18  1 22  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravisse             ,[18  1 22  9 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravissement         ,[18  1 22  9 19 19  5 13  5 14 20  0  0  0  0  0  0  0  0  0]
ravissements        ,[18  1 22  9 19 19  5 13  5 14 20 19  0  0  0  0  0  0  0  0]
ravisseur           ,[18  1 22  9 19 19  5 21 18  0  0  0  0  0  0  0  0  0  0  0]
ravissez            ,[18  1 22  9 19 19  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
ravit               ,[18  1 22  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ravoir              ,[18  1 22 15  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rayez               ,[18  1 25  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rayon               ,[18  1 25 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rayons              ,[18  1 25 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rebelle             ,[18  5  2  5 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
rebelles            ,[18  5  2  5 12 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
rebourré            ,[18  5  2 15 21 18 18 27  0  0  0  0  0  0  0  0  0  0  0  0]
rebut               ,[18  5  2 21 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rebute              ,[18  5  2 21 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rebutez             ,[18  5  2 21 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
rebuts              ,[18  5  2 21 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rebuté              ,[18  5  2 21 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rebutés             ,[18  5  2 21 20 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
receleurs           ,[18  5  3  5 12  5 21 18 19  0  0  0  0  0  0  0  0  0  0  0]
recettes            ,[18  5  3  5 20 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
recevaient          ,[18  5  3  5 22  1  9  5 14 20  0  0  0  0  0  0  0  0  0  0]
recevant            ,[18  5  3  5 22  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
recevere            ,[18  5  3  5 22  5 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
recevez             ,[18  5  3  5 22  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
recevoir            ,[18  5  3  5 22 15  9 18  0  0  0  0  0  0  0  0  0  0  0  0]
recevoit            ,[18  5  3  5 22 15  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
recevra             ,[18  5  3  5 22 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0]
recevraient         ,[18  5  3  5 22 18  1  9  5 14 20  0  0  0  0  0  0  0  0  0]
recevrez            ,[18  5  3  5 22 18  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
recevront           ,[18  5  3  5 22 18 15 14 20  0  0  0  0  0  0  0  0  0  0  0]
recherche           ,[18  5  3  8  5 18  3  8  5  0  0  0  0  0  0  0  0  0  0  0]
rechercher          ,[18  5  3  8  5 18  3  8  5 18  0  0  0  0  0  0  0  0  0  0]
recherché           ,[18  5  3  8  5 18  3  8 27  0  0  0  0  0  0  0  0  0  0  0]
rechlitterisare     ,[18  5  3  8 12  9 20 20  5 18  9 19  1 18  5  0  0  0  0  0]
recoins             ,[18  5  3 15  9 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
recommandable       ,[18  5  3 15 13 13  1 14  4  1  2 12  5  0  0  0  0  0  0  0]
recommandables      ,[18  5  3 15 13 13  1 14  4  1  2 12  5 19  0  0  0  0  0  0]
recommande          ,[18  5  3 15 13 13  1 14  4  5  0  0  0  0  0  0  0  0  0  0]
recommandé          ,[18  5  3 15 13 13  1 14  4 27  0  0  0  0  0  0  0  0  0  0]
recommandée         ,[18  5  3 15 13 13  1 14  4 27  5  0  0  0  0  0  0  0  0  0]
recommencent        ,[18  5  3 15 13 13  5 14  3  5 14 20  0  0  0  0  0  0  0  0]
recommencer         ,[18  5  3 15 13 13  5 14  3  5 18  0  0  0  0  0  0  0  0  0]
recommencez         ,[18  5  3 15 13 13  5 14  3  5 26  0  0  0  0  0  0  0  0  0]
recommencions       ,[18  5  3 15 13 13  5 14  3  9 15 14 19  0  0  0  0  0  0  0]
recommencé          ,[18  5  3 15 13 13  5 14  3 27  0  0  0  0  0  0  0  0  0  0]
reconduisent        ,[18  5  3 15 14  4 21  9 19  5 14 20  0  0  0  0  0  0  0  0]
reconnais           ,[18  5  3 15 14 14  1  9 19  0  0  0  0  0  0  0  0  0  0  0]
reconnaissance      ,[18  5  3 15 14 14  1  9 19 19  1 14  3  5  0  0  0  0  0  0]
reconnaissant       ,[18  5  3 15 14 14  1  9 19 19  1 14 20  0  0  0  0  0  0  0]
reconnaissante      ,[18  5  3 15 14 14  1  9 19 19  1 14 20  5  0  0  0  0  0  0]
reconnaissants      ,[18  5  3 15 14 14  1  9 19 19  1 14 20 19  0  0  0  0  0  0]
reconnaisse         ,[18  5  3 15 14 14  1  9 19 19  5  0  0  0  0  0  0  0  0  0]
reconnaissent       ,[18  5  3 15 14 14  1  9 19 19  5 14 20  0  0  0  0  0  0  0]
reconnaissez        ,[18  5  3 15 14 14  1  9 19 19  5 26  0  0  0  0  0  0  0  0]
reconnaît           ,[18  5  3 15 14 14  1 35 20  0  0  0  0  0  0  0  0  0  0  0]
reconnaîtrait       ,[18  5  3 15 14 14  1 35 20 18  1  9 20  0  0  0  0  0  0  0]
reconnaître         ,[18  5  3 15 14 14  1 35 20 18  5  0  0  0  0  0  0  0  0  0]
reconnoissance      ,[18  5  3 15 14 14 15  9 19 19  1 14  3  5  0  0  0  0  0  0]
reconnu             ,[18  5  3 15 14 14 21  0  0  0  0  0  0  0  0  0  0  0  0  0]
reconnues           ,[18  5  3 15 14 14 21  5 19  0  0  0  0  0  0  0  0  0  0  0]
reconnus            ,[18  5  3 15 14 14 21 19  0  0  0  0  0  0  0  0  0  0  0  0]
reconnut            ,[18  5  3 15 14 14 21 20  0  0  0  0  0  0  0  0  0  0  0  0]
recourbe            ,[18  5  3 15 21 18  2  5  0  0  0  0  0  0  0  0  0  0  0  0]
recourir            ,[18  5  3 15 21 18  9 18  0  0  0  0  0  0  0  0  0  0  0  0]
recours             ,[18  5  3 15 21 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
recouru             ,[18  5  3 15 21 18 21  0  0  0  0  0  0  0  0  0  0  0  0  0]
recouvert           ,[18  5  3 15 21 22  5 18 20  0  0  0  0  0  0  0  0  0  0  0]
recouvre            ,[18  5  3 15 21 22 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
recouvrement        ,[18  5  3 15 21 22 18  5 13  5 14 20  0  0  0  0  0  0  0  0]
rectifier           ,[18  5  3 20  9  6  9  5 18  0  0  0  0  0  0  0  0  0  0  0]
rectitude           ,[18  5  3 20  9 20 21  4  5  0  0  0  0  0  0  0  0  0  0  0]
recueil             ,[18  5  3 21  5  9 12  0  0  0  0  0  0  0  0  0  0  0  0  0]
recueilli           ,[18  5  3 21  5  9 12 12  9  0  0  0  0  0  0  0  0  0  0  0]
recueillirent       ,[18  5  3 21  5  9 12 12  9 18  5 14 20  0  0  0  0  0  0  0]
recule              ,[18  5  3 21 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
reculer             ,[18  5  3 21 12  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
recules             ,[18  5  3 21 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
recèle              ,[18  5  3 28 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
redevable           ,[18  5  4  5 22  1  2 12  5  0  0  0  0  0  0  0  0  0  0  0]
redie               ,[18  5  4  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
redire              ,[18  5  4  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
redis               ,[18  5  4  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
redites             ,[18  5  4  9 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
redonne             ,[18  5  4 15 14 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
redonner            ,[18  5  4 15 14 14  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
redonnez            ,[18  5  4 15 14 14  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
redoublait          ,[18  5  4 15 21  2 12  1  9 20  0  0  0  0  0  0  0  0  0  0]
redoublamentis      ,[18  5  4 15 21  2 12  1 13  5 14 20  9 19  0  0  0  0  0  0]
redouble            ,[18  5  4 15 21  2 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
redoubler           ,[18  5  4 15 21  2 12  5 18  0  0  0  0  0  0  0  0  0  0  0]
redoublez           ,[18  5  4 15 21  2 12  5 26  0  0  0  0  0  0  0  0  0  0  0]
redoublé            ,[18  5  4 15 21  2 12 27  0  0  0  0  0  0  0  0  0  0  0  0]
redoutable          ,[18  5  4 15 21 20  1  2 12  5  0  0  0  0  0  0  0  0  0  0]
redoutables         ,[18  5  4 15 21 20  1  2 12  5 19  0  0  0  0  0  0  0  0  0]
redoutais           ,[18  5  4 15 21 20  1  9 19  0  0  0  0  0  0  0  0  0  0  0]
redoutait           ,[18  5  4 15 21 20  1  9 20  0  0  0  0  0  0  0  0  0  0  0]
redoutant           ,[18  5  4 15 21 20  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
redoutassent        ,[18  5  4 15 21 20  1 19 19  5 14 20  0  0  0  0  0  0  0  0]
redoute             ,[18  5  4 15 21 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
redoutent           ,[18  5  4 15 21 20  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
redouter            ,[18  5  4 15 21 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
redoutez            ,[18  5  4 15 21 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
redoutons           ,[18  5  4 15 21 20 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
redoutés            ,[18  5  4 15 21 20 27 19  0  0  0  0  0  0  0  0  0  0  0  0]
redresser           ,[18  5  4 18  5 19 19  5 18  0  0  0  0  0  0  0  0  0  0  0]
refais              ,[18  5  6  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
refait              ,[18  5  6  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
referme             ,[18  5  6  5 18 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
refuge              ,[18  5  6 21  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
refus               ,[18  5  6 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
refusais            ,[18  5  6 21 19  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0]
refusant            ,[18  5  6 21 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
refuse              ,[18  5  6 21 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
refuser             ,[18  5  6 21 19  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
refuserai           ,[18  5  6 21 19  5 18  1  9  0  0  0  0  0  0  0  0  0  0  0]
refusez             ,[18  5  6 21 19  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
refusé              ,[18  5  6 21 19 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
refusée             ,[18  5  6 21 19 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
refusées            ,[18  5  6 21 19 27  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
refusés             ,[18  5  6 21 19 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
regagner            ,[18  5  7  1  7 14  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
regard              ,[18  5  7  1 18  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
regarda             ,[18  5  7  1 18  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0]
regardai            ,[18  5  7  1 18  4  1  9  0  0  0  0  0  0  0  0  0  0  0  0]
regardais           ,[18  5  7  1 18  4  1  9 19  0  0  0  0  0  0  0  0  0  0  0]
regardait           ,[18  5  7  1 18  4  1  9 20  0  0  0  0  0  0  0  0  0  0  0]
regardant           ,[18  5  7  1 18  4  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
regardat            ,[18  5  7  1 18  4  1 20  0  0  0  0  0  0  0  0  0  0  0  0]
regarde             ,[18  5  7  1 18  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
regardent           ,[18  5  7  1 18  4  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
regarder            ,[18  5  7  1 18  4  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
regarderait         ,[18  5  7  1 18  4  5 18  1  9 20  0  0  0  0  0  0  0  0  0]
regarderez          ,[18  5  7  1 18  4  5 18  5 26  0  0  0  0  0  0  0  0  0  0]
regardez            ,[18  5  7  1 18  4  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
regardons           ,[18  5  7  1 18  4 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
regards             ,[18  5  7  1 18  4 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
regardé             ,[18  5  7  1 18  4 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
regardée            ,[18  5  7  1 18  4 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
reges               ,[18  5  7  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
registre            ,[18  5  7  9 19 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
registré            ,[18  5  7  9 19 20 18 27  0  0  0  0  0  0  0  0  0  0  0  0]
registrées          ,[18  5  7  9 19 20 18 27  5 19  0  0  0  0  0  0  0  0  0  0]
regorge             ,[18  5  7 15 18  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
regret              ,[18  5  7 18  5 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
regrets             ,[18  5  7 18  5 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
regrette            ,[18  5  7 18  5 20 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
regrettent          ,[18  5  7 18  5 20 20  5 14 20  0  0  0  0  0  0  0  0  0  0]
regretter           ,[18  5  7 18  5 20 20  5 18  0  0  0  0  0  0  0  0  0  0  0]
regretté            ,[18  5  7 18  5 20 20 27  0  0  0  0  0  0  0  0  0  0  0  0]
reichemberg         ,[18  5  9  3  8  5 13  2  5 18  7  0  0  0  0  0  0  0  0  0]
reims               ,[18  5  9 13 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
reine               ,[18  5  9 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
reines              ,[18  5  9 14  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejaillir           ,[18  5 10  1  9 12 12  9 18  0  0  0  0  0  0  0  0  0  0  0]
rejaillisse         ,[18  5 10  1  9 12 12  9 19 19  5  0  0  0  0  0  0  0  0  0]
rejetant            ,[18  5 10  5 20  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
rejeter             ,[18  5 10  5 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejetez             ,[18  5 10  5 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejeton             ,[18  5 10  5 20 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejette             ,[18  5 10  5 20 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejettent           ,[18  5 10  5 20 20  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
rejeté              ,[18  5 10  5 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejetée             ,[18  5 10  5 20 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejetés             ,[18  5 10  5 20 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejoindrai          ,[18  5 10 15  9 14  4 18  1  9  0  0  0  0  0  0  0  0  0  0]
rejoindre           ,[18  5 10 15  9 14  4 18  5  0  0  0  0  0  0  0  0  0  0  0]
rejoins             ,[18  5 10 15  9 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
rejoint             ,[18  5 10 15  9 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
relatif             ,[18  5 12  1 20  9  6  0  0  0  0  0  0  0  0  0  0  0  0  0]
relevant            ,[18  5 12  5 22  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
relever             ,[18  5 12  5 22  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
relevé              ,[18  5 12  5 22 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
relevés             ,[18  5 12  5 22 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
religieuse          ,[18  5 12  9  7  9  5 21 19  5  0  0  0  0  0  0  0  0  0  0]
religieuses         ,[18  5 12  9  7  9  5 21 19  5 19  0  0  0  0  0  0  0  0  0]
religieux           ,[18  5 12  9  7  9  5 21 24  0  0  0  0  0  0  0  0  0  0  0]
religion            ,[18  5 12  9  7  9 15 14  0  0  0  0  0  0  0  0  0  0  0  0]
reliques            ,[18  5 12  9 17 21  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
relâcher            ,[18  5 12 28 22  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
relâché             ,[18  5 12 28 22  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
relâchée            ,[18  5 12 32  3  8  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
relève              ,[18  5 12 32  3  8 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
relèvent            ,[18  5 12 32  3  8 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
remarient           ,[18  5 13  1 18  9  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
remarquable         ,[18  5 13  1 18 17 21  1  2 12  5  0  0  0  0  0  0  0  0  0]
remarque            ,[18  5 13  1 18 17 21  5  0  0  0  0  0  0  0  0  0  0  0  0]
remarquent          ,[18  5 13  1 18 17 21  5 14 20  0  0  0  0  0  0  0  0  0  0]
remarquer           ,[18  5 13  1 18 17 21  5 18  0  0  0  0  0  0  0  0  0  0  0]
remarqueras         ,[18  5 13  1 18 17 21  5 18  1 19  0  0  0  0  0  0  0  0  0]
remarquerez         ,[18  5 13  1 18 17 21  5 18  5 26  0  0  0  0  0  0  0  0  0]
remarques           ,[18  5 13  1 18 17 21  5 19  0  0  0  0  0  0  0  0  0  0  0]
remarqué            ,[18  5 13  1 18 17 21 27  0  0  0  0  0  0  0  0  0  0  0  0]
rembarre            ,[18  5 13  2  1 18 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
rembarrer           ,[18  5 13  2  1 18 18  5 18  0  0  0  0  0  0  0  0  0  0  0]
remedia             ,[18  5 13  5  4  9  1  0  0  0  0  0  0  0  0  0  0  0  0  0]
remediis            ,[18  5 13  5  4  9  9 19  0  0  0  0  0  0  0  0  0  0  0  0]
remedios            ,[18  5 13  5  4  9 15 19  0  0  0  0  0  0  0  0  0  0  0  0]
remercie            ,[18  5 13  5 18  3  9  5  0  0  0  0  0  0  0  0  0  0  0  0]
remerciement        ,[18  5 13  5 18  3  9  5 13  5 14 20  0  0  0  0  0  0  0  0]
remerciements       ,[18  5 13  5 18  3  9  5 13  5 14 20 19  0  0  0  0  0  0  0]
remercier           ,[18  5 13  5 18  3  9  5 18  0  0  0  0  0  0  0  0  0  0  0]
remercimento        ,[18  5 13  5 18  3  9 13  5 14 20 15  0  0  0  0  0  0  0  0]
remet               ,[18  5 13  5 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
remets              ,[18  5 13  5 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
remettant           ,[18  5 13  5 20 20  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
remette             ,[18  5 13  5 20 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
remettent           ,[18  5 13  5 20 20  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
remettez            ,[18  5 13  5 20 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
remettiez           ,[18  5 13  5 20 20  9  5 26  0  0  0  0  0  0  0  0  0  0  0]
remettra            ,[18  5 13  5 20 20 18  1  0  0  0  0  0  0  0  0  0  0  0  0]
remettre            ,[18  5 13  5 20 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
remis               ,[18  5 13  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
remise              ,[18  5 13  9 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
remontent           ,[18  5 13 15 14 20  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
remontons           ,[18  5 13 15 14 20 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
remontrances        ,[18  5 13 15 14 20 18  1 14  3  5 19  0  0  0  0  0  0  0  0]
remontre            ,[18  5 13 15 14 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
remontrer           ,[18  5 13 15 14 20 18  5 18  0  0  0  0  0  0  0  0  0  0  0]
remonté             ,[18  5 13 15 14 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
remords             ,[18  5 13 15 18  4 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
rempart             ,[18  5 13 16  1 18 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
remparts            ,[18  5 13 16  1 18 20 19  0  0  0  0  0  0  0  0  0  0  0  0]
remplacent          ,[18  5 13 16 12  1  3  5 14 20  0  0  0  0  0  0  0  0  0  0]
remplacés           ,[18  5 13 16 12  1  3 27 19  0  0  0  0  0  0  0  0  0  0  0]
remplaçant          ,[18  5 13 16 12  1 29  1 14 20  0  0  0  0  0  0  0  0  0  0]
rempli              ,[18  5 13 16 12  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
remplie             ,[18  5 13 16 12  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
remplir             ,[18  5 13 16 12  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
remplira            ,[18  5 13 16 12  9 18  1  0  0  0  0  0  0  0  0  0  0  0  0]
remplire            ,[18  5 13 16 12  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
remplis             ,[18  5 13 16 12  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
remplissent         ,[18  5 13 16 12  9 19 19  5 14 20  0  0  0  0  0  0  0  0  0]
remplissez          ,[18  5 13 16 12  9 19 19  5 26  0  0  0  0  0  0  0  0  0  0]
